,Story,Question,Answer
163,John got the football there . Sandra went to the kitchen . John went to the bathroom . John went back to the garden . John moved to the bathroom . John went back to the garden . John dropped the football there . John took the football there .,Is John in the garden ?,yes
164,John got the football there . Sandra went to the kitchen . John went to the bathroom . John went back to the garden . John moved to the bathroom . John went back to the garden . John dropped the football there . John took the football there . John discarded the football . John journeyed to the bedroom .,Is John in the bathroom ?,no
165,Daniel journeyed to the hallway . Mary moved to the garden .,Is Mary in the garden ?,yes
166,Daniel journeyed to the hallway . Mary moved to the garden . Sandra travelled to the bedroom . Sandra journeyed to the hallway .,Is Mary in the garden ?,yes
167,Daniel journeyed to the hallway . Mary moved to the garden . Sandra travelled to the bedroom . Sandra journeyed to the hallway . John journeyed to the kitchen . Sandra journeyed to the kitchen .,Is Sandra in the kitchen ?,yes
168,Daniel journeyed to the hallway . Mary moved to the garden . Sandra travelled to the bedroom . Sandra journeyed to the hallway . John journeyed to the kitchen . Sandra journeyed to the kitchen . John grabbed the milk there . Sandra picked up the football there .,Is Sandra in the kitchen ?,yes
169,Daniel journeyed to the hallway . Mary moved to the garden . Sandra travelled to the bedroom . Sandra journeyed to the hallway . John journeyed to the kitchen . Sandra journeyed to the kitchen . John grabbed the milk there . Sandra picked up the football there . Sandra dropped the football . Mary went back to the hallway .,Is Sandra in the kitchen ?,yes
170,Sandra moved to the hallway . Sandra got the apple there .,Is Sandra in the bedroom ?,no
171,Sandra moved to the hallway . Sandra got the apple there . Mary got the milk there . Mary put down the milk .,Is Sandra in the bathroom ?,no
172,Sandra moved to the hallway . Sandra got the apple there . Mary got the milk there . Mary put down the milk . Mary went to the office . Sandra dropped the apple .,Is Mary in the garden ?,no
173,Sandra moved to the hallway . Sandra got the apple there . Mary got the milk there . Mary put down the milk . Mary went to the office . Sandra dropped the apple . Daniel went back to the kitchen . John moved to the bedroom .,Is Daniel in the kitchen ?,yes
174,Sandra moved to the hallway . Sandra got the apple there . Mary got the milk there . Mary put down the milk . Mary went to the office . Sandra dropped the apple . Daniel went back to the kitchen . John moved to the bedroom . Daniel went back to the bathroom . Sandra moved to the office .,Is Sandra in the office ?,yes
175,Mary travelled to the hallway . Mary journeyed to the garden .,Is Mary in the hallway ?,no
176,Mary travelled to the hallway . Mary journeyed to the garden . Mary moved to the kitchen . John went back to the bathroom .,Is Mary in the bedroom ?,no
177,Mary travelled to the hallway . Mary journeyed to the garden . Mary moved to the kitchen . John went back to the bathroom . John journeyed to the bedroom . Sandra got the football there .,Is Mary in the office ?,no
178,Mary travelled to the hallway . Mary journeyed to the garden . Mary moved to the kitchen . John went back to the bathroom . John journeyed to the bedroom . Sandra got the football there . Sandra put down the football . Mary travelled to the garden .,Is John in the garden ?,no
179,Mary travelled to the hallway . Mary journeyed to the garden . Mary moved to the kitchen . John went back to the bathroom . John journeyed to the bedroom . Sandra got the football there . Sandra put down the football . Mary travelled to the garden . Mary got the apple there . Mary picked up the milk there .,Is Mary in the garden ?,yes
180,Mary moved to the kitchen . John journeyed to the hallway .,Is Mary in the bathroom ?,no
181,Mary moved to the kitchen . John journeyed to the hallway . John went to the bedroom . John moved to the kitchen .,Is John in the kitchen ?,yes
182,Mary moved to the kitchen . John journeyed to the hallway . John went to the bedroom . John moved to the kitchen . Mary went back to the bathroom . Mary went back to the hallway .,Is John in the bathroom ?,no
183,Mary moved to the kitchen . John journeyed to the hallway . John went to the bedroom . John moved to the kitchen . Mary went back to the bathroom . Mary went back to the hallway . John journeyed to the office . Daniel travelled to the kitchen .,Is Daniel in the garden ?,no
184,Mary moved to the kitchen . John journeyed to the hallway . John went to the bedroom . John moved to the kitchen . Mary went back to the bathroom . Mary went back to the hallway . John journeyed to the office . Daniel travelled to the kitchen . Sandra moved to the office . Sandra travelled to the kitchen .,Is Sandra in the kitchen ?,yes
185,John moved to the garden . Daniel moved to the kitchen .,Is Daniel in the garden ?,no
186,John moved to the garden . Daniel moved to the kitchen . Sandra travelled to the bathroom . Sandra went back to the bedroom .,Is Sandra in the bedroom ?,yes
187,John moved to the garden . Daniel moved to the kitchen . Sandra travelled to the bathroom . Sandra went back to the bedroom . Sandra moved to the hallway . Daniel picked up the football there .,Is Daniel in the hallway ?,no
188,John moved to the garden . Daniel moved to the kitchen . Sandra travelled to the bathroom . Sandra went back to the bedroom . Sandra moved to the hallway . Daniel picked up the football there . John journeyed to the bedroom . John went to the kitchen .,Is Sandra in the kitchen ?,no
189,John moved to the garden . Daniel moved to the kitchen . Sandra travelled to the bathroom . Sandra went back to the bedroom . Sandra moved to the hallway . Daniel picked up the football there . John journeyed to the bedroom . John went to the kitchen . John travelled to the bedroom . Mary journeyed to the garden .,Is Mary in the hallway ?,no
190,John journeyed to the office . John journeyed to the bedroom .,Is John in the office ?,no
191,John journeyed to the office . John journeyed to the bedroom . Mary went to the bedroom . Daniel went to the office .,Is John in the kitchen ?,no
192,John journeyed to the office . John journeyed to the bedroom . Mary went to the bedroom . Daniel went to the office . Mary travelled to the garden . John went to the office .,Is Mary in the garden ?,yes
193,John journeyed to the office . John journeyed to the bedroom . Mary went to the bedroom . Daniel went to the office . Mary travelled to the garden . John went to the office . Daniel journeyed to the kitchen . Daniel moved to the garden .,Is Daniel in the garden ?,yes
194,John journeyed to the office . John journeyed to the bedroom . Mary went to the bedroom . Daniel went to the office . Mary travelled to the garden . John went to the office . Daniel journeyed to the kitchen . Daniel moved to the garden . John travelled to the bathroom . Daniel went to the kitchen .,Is Daniel in the hallway ?,no
195,Mary moved to the kitchen . Sandra moved to the office .,Is Mary in the kitchen ?,yes
196,Mary moved to the kitchen . Sandra moved to the office . John journeyed to the office . Daniel went to the bedroom .,Is Mary in the hallway ?,no
197,Mary moved to the kitchen . Sandra moved to the office . John journeyed to the office . Daniel went to the bedroom . John journeyed to the kitchen . Mary moved to the office .,Is John in the bathroom ?,no
198,Mary moved to the kitchen . Sandra moved to the office . John journeyed to the office . Daniel went to the bedroom . John journeyed to the kitchen . Mary moved to the office . Daniel got the apple there . Mary went back to the kitchen .,Is Mary in the garden ?,no
199,Mary moved to the kitchen . Sandra moved to the office . John journeyed to the office . Daniel went to the bedroom . John journeyed to the kitchen . Mary moved to the office . Daniel got the apple there . Mary went back to the kitchen . John took the milk there . John discarded the milk .,Is Mary in the kitchen ?,yes
200,Mary travelled to the bathroom . John went back to the kitchen .,Is John in the hallway ?,no
201,Mary travelled to the bathroom . John went back to the kitchen . John journeyed to the garden . Daniel got the milk there .,Is John in the garden ?,yes
202,Mary travelled to the bathroom . John went back to the kitchen . John journeyed to the garden . Daniel got the milk there . John went back to the hallway . Daniel travelled to the bedroom .,Is John in the hallway ?,yes
203,Mary travelled to the bathroom . John went back to the kitchen . John journeyed to the garden . Daniel got the milk there . John went back to the hallway . Daniel travelled to the bedroom . Mary travelled to the hallway . Sandra went to the bedroom .,Is John in the hallway ?,yes
